,Unnamed: 0,ARTCLASS,ARTDESCRIP,BLOCKNBR,COMPKEY,DIRHI,DIRLO,FID,FLOW,INTKEYLO,INTRHI,INTRLO,NATIONHWYS,OBJECTID,ONEWAY,ONEWAYDIR,OWNER,PVMTCATEGO,PVMTCONDIN,PVMTCOND_1,SEGDIR,SEGLENGTH,SHAPE,SHAPE_Leng,SLOPE_PCT,SPEEDLIMIT,STATUS,STNAME_ORD,STREETTYPE,SURFACETYP,SURFACET_1,SURFACEWID,Shape__Length,TRANCLASS,TRANDESCRI,UNITDESC,UNITIDSORT,XSTRHI,XSTRLO
7697,7697,3,Collector Arterial,4700,13223,S,N,7698, ,25804,UNIVERSITY WAY NE AND NE 50TH ST,UNIVERSITY WAY NE AND NE 47TH ST,N,6898,N, , ,ART,98,0,N,660.0,"{'paths': [[[-13615832.2045674, 6050987.21756484], [-13615829.1328961, 6051286.2177163]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",659.8727659237819,1,30,INSVC,UNIVERSITY WAY NE,Urban Village Neighborhood,PCC, ,38,299.01592889639,2,MAJOR TRANSIT ROUTE,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,101200470,NE 50TH ST,NE 47TH ST
7699,7699,0,Not Designated,1700,13237,N,S,7700, ,31205,UTAH AVE S AND S HOLGATE ST,UTAH AVE S AND S MASSACHUSETTS ST,N,6900,N, , ,NON-ART,24,0,S,775.0,"{'paths': [[[-13618283.2874632, 6038622.122381], [-13618283.4281473, 6038284.28637463], [-13618283.4335004, 6038271.43702007]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",775.034213009507,0,20,INSVC,UTAH AVE S,Minor Industrial Access,PCC, ,33,350.685391339213,0,NOT DESIGNATED,UTAH AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,101450170,S HOLGATE ST,S MASSACHUSETTS ST
7703,7703,2,Minor Arterial,500,13260,W,E,7704, ,28875,TAYLOR AVE N AND VALLEY ST,5TH AVE N AND VALLEY ST,N,6904,N, , ,ART,9,0,E,322.0,"{'paths': [[[-13619667.7731212, 6044905.03688088], [-13619522.4763864, 6044904.23940459]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.86119139578,6,30,INSVC,VALLEY ST,Urban Village Neighborhood,AC/PCC, ,30,145.298923244111,2,MAJOR TRANSIT ROUTE,VALLEY ST BETWEEN 5TH AVE N AND TAYLOR AVE N,101600050,TAYLOR AVE N,5TH AVE N
7708,7708,0,Not Designated,0,13301,SW,NE,7709,F,29692,1ST AVE AND VINE ST,VINE ST AND WESTERN AVE,N,6909,Y,NE, ,NON-ART,56,0,NE,322.0,"{'paths': [[[-13619999.9893569, 6042973.31959032], [-13619904.2845608, 6043083.02269843]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.00031654699296,10,20,INSVC,VINE ST,Downtown Neighborhood Access,AC, ,42,145.582210220811,0,NOT DESIGNATED,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,102400007,1ST AVE,WESTERN AVE
7709,7709,0,Not Designated,300,13304,SW,NE,7710,F,29675,4TH AVE AND VINE ST,3RD AVE AND VINE ST,N,6910,Y,NE, ,NON-ART,53,0,NE,322.0,"{'paths': [[[-13619713.0260521, 6043302.61685705], [-13619617.427163, 6043412.34350079]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.872688987355,2,20,INSVC,VINE ST,Downtown Neighborhood Access,AC, ,44,145.530354036111,0,NOT DESIGNATED,VINE ST BETWEEN 3RD AVE AND 4TH AVE,102400030,4TH AVE,3RD AVE
7710,7710,2,Minor Arterial,700,13317,SW,NE,7711,F,29540,8TH AVE AND VIRGINIA ST,7TH AVE AND VIRGINIA ST,N,6911,Y,NE, ,ART,76,0,NE,322.0,"{'paths': [[[-13618543.1105791, 6043051.26131429], [-13618447.4853929, 6043160.98655502]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.91808218816396,2,25,INSVC,VIRGINIA ST,Downtown Neighborhood,AC/PCC, ,42,145.54657226668002,2,MAJOR TRANSIT ROUTE,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,102500070,8TH AVE,7TH AVE
7711,7711,0,Not Designated,1100,13322,SW,NE,7712, ,29525,MINOR AVE AND VIRGINIA ST,BOREN AVE AND VIRGINIA ST,N,6912,N, , ,NON-ART,0,0,NE,322.0,"{'paths': [[[-13618160.579308, 6043490.01949819], [-13618146.4190641, 6043506.26953941], [-13618064.8465122, 6043599.81981079]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.183460383666,1,20,INSVC,VIRGINIA ST,Downtown Neighborhood Access,AC/PCC, ,0,145.67387244217,3,MINOR TRANSIT ROUTE,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,102500110,MINOR AVE,BOREN AVE
7715,7715,2,Minor Arterial,100,13355,SW,NE,7716, ,29691,2ND AVE AND WALL ST,1ST AVE AND WALL ST,N,6916,N, , ,ART,56,0,NE,322.0,"{'paths': [[[-13619800.1158698, 6042991.65618071], [-13619704.4955695, 6043101.50451497]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.117944135518,2,25,INSVC,WALL ST,Downtown Neighborhood,AC/PCC, ,42,145.636184993202,3,MINOR TRANSIT ROUTE,WALL ST BETWEEN 1ST AVE AND 2ND AVE,102950010,2ND AVE,1ST AVE
7716,7716,1,Principal Arterial,600,13360,SW,NE,7717,T,29518,AURORA SB AVE N AND DENNY WAY,6TH AVE AND WALL ST,Y,6917,Y,SW, ,ART,52,0,NE,259.0,"{'paths': [[[-13619322.0665136, 6043540.89368184], [-13619245.2745475, 6043629.09086706]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",258.63913136969603,2,25,INSVC,WALL ST,Downtown,PCC, ,22,116.943360427551,3,MINOR TRANSIT ROUTE,WALL ST BETWEEN 6TH AVE AND DENNY WAY,102950060,DENNY WAY,6TH AVE
7726,7726,0,Not Designated,100,13431,S,N,7727, ,29662,JOHN ST AND WARREN AVE N,DENNY WAY AND WARREN AVE N,N,6927,N, , ,NON-ART,0,0,N,426.0,"{'paths': [[[-13620401.3924035, 6043635.90690072], [-13620400.3300082, 6043828.561598]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.52388314848605,4,20,INSVC,WARREN AVE N,Urban Village Neighborhood Access,AC/PCC, ,0,192.657626550366,0,NOT DESIGNATED,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,103350010,JOHN ST,DENNY WAY
7734,7734,2,Minor Arterial,1100,13500,SE,NW,7735, ,29617,SENECA ST AND WESTERN AVE,SPRING ST AND WESTERN AVE,N,6935,N, , ,ART,17,0,NW,306.0,"{'paths': [[[-13618603.98203, 6041381.35477175], [-13618671.0451648, 6041490.07229982], [-13618676.6595547, 6041499.17363985]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.094175601666,0,25,INSVC,WESTERN AVE,Downtown Neighborhood,AC/PCC, ,46,138.431601401308,3,MINOR TRANSIT ROUTE,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,104200119,SENECA ST,SPRING ST
7736,7736,1,Principal Arterial,2500,13511,SE,NW,7737,F,29698,VINE ST AND WESTERN AVE,WALL ST AND WESTERN AVE,Y,6937,Y,NW, ,ART,37,0,NW,307.0,"{'paths': [[[-13619895.8480639, 6042881.91058389], [-13619999.9893569, 6042973.31959032]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.613552236492,1,25,INSVC,WESTERN AVE,Downtown,AC/PCC, ,46,138.56772849906,3,MINOR TRANSIT ROUTE,WESTERN AVE BETWEEN WALL ST AND VINE ST,104200250,VINE ST,WALL ST
7737,7737,1,Principal Arterial,3000,13516,SE,NW,7738, ,29663,BAY ST AND WESTERN AVE,EAGLE ST AND WESTERN AVE,Y,6938,N, , ,ART,62,0,NW,426.0,"{'paths': [[[-13620461.7388584, 6043377.81178747], [-13620606.7289333, 6043504.68419496]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.286832749759,0,25,INSVC,WESTERN AVE,Downtown,AC/PCC, ,46,192.66221633467399,3,MINOR TRANSIT ROUTE,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,104200300,BAY ST,EAGLE ST
7738,7738,1,Principal Arterial,200,13521,SE,NW,7739, ,28663,ELLIOTT ER AVE W AND WESTERN AVE W,2ND AVE W AND WESTERN AVE W,Y,6939,N, , ,ART,62,0,NW,224.0,"{'paths': [[[-13620981.4512489, 6043832.12576039], [-13620998.1463747, 6043846.73459071], [-13621050.4458979, 6043892.49822038], [-13621057.5952829, 6043898.75411519]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",223.859577655421,3,25,INSVC,WESTERN AVE W,Urban Village Main,AC/PCC, ,54,101.179304039897,2,MAJOR TRANSIT ROUTE,WESTERN AVE W BETWEEN 2ND AVE W AND ELLIOTT ER AVE W,104250020,ELLIOTT ER AVE W,2ND AVE W
7742,7742,0,Not Designated,2700,13557,SE,NW,7743, ,28006,SHIP CANAL TRL AND WESTLAKE EAST RDWY AVE N,WESTLAKE EAST RDWY AVE N AND NEWELL ST,N,6943,N, , ,NON-ART,70,0,NW,1537.0,"{'paths': [[[-13619348.3863467, 6047847.28749503], [-13619404.2056442, 6047886.40323916], [-13619493.4189529, 6047950.07051378], [-13619643.909343, 6048056.34622514], [-13619731.6944504, 6048108.03547808], [-13619790.6258337, 6048153.09103718], [-13619845.7830798, 6048219.23018797], [-13619880.8913561, 6048280.49525688]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",1536.6151389348902,0,20,INSVC,WESTLAKE EAST RDWY AVE N,Neighborhood Yield Street,AC/PCC, ,36,694.781344115706,0,NOT DESIGNATED,WESTLAKE EAST RDWY AVE N BETWEEN NEWELL ST AND SHIP CANAL TRL,104450270,SHIP CANAL TRL,NEWELL ST
7771,7771,0,Not Designated,200,13746,S,N,7772, ,29153,THOMAS ST AND YALE AVE N,JOHN ST AND YALE AVE N,N,6972,N, , ,NON-ART,0,0,N,420.0,"{'paths': [[[-13617759.7734006, 6043812.852597], [-13617760.4442069, 6044003.07232951]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",420.133343746025,2,20,INSVC,YALE AVE N,Urban Village Neighborhood Access,AC/PCC, ,0,190.22091530274602,0,NOT DESIGNATED,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,107700020,THOMAS ST,JOHN ST
7772,7772,2,Minor Arterial,100,13762,W,E,7773, ,30356,OCCIDENTAL AVE S AND YESLER WAY,JAMES ST AND YESLER WAY,N,6973,N, , ,ART,52,0,E,253.0,"{'paths': [[[-13618147.3247053, 6040849.47580463], [-13618105.1441619, 6040849.37308135], [-13618105.076629, 6040849.37292445], [-13618087.3749555, 6040849.35136831], [-13618033.2081837, 6040849.28695412]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",252.90674238535598,2,25,INSVC,YESLER WAY,Downtown Neighborhood,AC/PCC, ,42,114.116698321653,3,MINOR TRANSIT ROUTE,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,107850012,OCCIDENTAL AVE S,JAMES ST
7773,7773,2,Minor Arterial,300,13765,W,E,7774, ,30487,TERRACE ST AND YESLER WAY,3RD AVE AND YESLER WAY,N,6974,N, , ,ART,74,0,E,307.0,"{'paths': [[[-13617742.7853836, 6040848.53090305], [-13617725.6998972, 6040848.48683861], [-13617604.332704, 6040849.37763771]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.847770855075,1,25,INSVC,YESLER WAY,Downtown Neighborhood,AC/PCC, ,22,138.45600552926,3,MINOR TRANSIT ROUTE,YESLER WAY BETWEEN 3RD AVE AND TERRACE ST,107850030,TERRACE ST,3RD AVE
7816,7816,2,Minor Arterial,6800,14082,W,E,7817, ,24591,4TH AVE NE AND EAST GREEN LAKE WAY N,2ND AVE NE AND EAST GREEN LAKE WAY N,N,7017,N, , ,ART,32,0,E,181.0,"{'paths': [[[-13617436.2819101, 6053512.84950577], [-13617413.24031, 6053518.87126565], [-13617399.1147477, 6053523.68422383], [-13617384.5918945, 6053530.2338175], [-13617369.0256521, 6053538.53239566], [-13617361.1637045, 6053543.70313351]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",180.757532290658,0,30,INSVC,EAST GREEN LAKE WAY N,Urban Village Neighborhood,AC/PCC, ,40,81.7199724796103,0,NOT DESIGNATED,EAST GREEN LAKE WAY N BETWEEN 2ND AVE NE AND 4TH AVE NE,110750680,4TH AVE NE,2ND AVE NE
7819,7819,0,Not Designated,900,14105,W,E,7820, ,29024,10TH AVE E AND E HARRISON ST,BROADWAY E AND E HARRISON ST,N,7020,N, , ,NON-ART,18,0,E,242.0,"{'paths': [[[-13616700.9890629, 6044195.94710338], [-13616591.6853493, 6044195.05566581]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",242.153845958616,3,20,INSVC,E HARRISON ST,Urban Village Neighborhood Access,AC, ,24,109.307348710816,0,NOT DESIGNATED,E HARRISON ST BETWEEN BROADWAY E AND 10TH AVE E,110900090,10TH AVE E,BROADWAY E
7835,7835,3,Collector Arterial,1500,14223,W,E,7836, ,30195,16TH AVE AND E JEFFERSON ST,15TH AVE AND E JEFFERSON ST,N,7036,N, , ,ART,62,0,E,322.0,"{'paths': [[[-13615805.3174103, 6041586.63012684], [-13615659.9600315, 6041585.70926269]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.121505307672,7,25,INSVC,E JEFFERSON ST,Neighborhood Corridor,AC/PCC, ,42,145.36029568707198,2,MAJOR TRANSIT ROUTE,E JEFFERSON ST BETWEEN 15TH AVE AND 16TH AVE,111900150,16TH AVE,15TH AVE
7836,7836,3,Collector Arterial,1800,14226,W,E,7837, ,30192,19TH AVE AND E JEFFERSON ST,18TH AVE AND E JEFFERSON ST,N,7037,N, , ,ART,52,0,E,322.0,"{'paths': [[[-13615369.1375541, 6041583.85952117], [-13615223.6990387, 6041582.93105642]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.301512683452,2,25,INSVC,E JEFFERSON ST,Neighborhood Corridor,AC/PCC, ,42,145.441478990256,2,MAJOR TRANSIT ROUTE,E JEFFERSON ST BETWEEN 18TH AVE AND 19TH AVE,111900180,19TH AVE,18TH AVE
7891,7891,2,Minor Arterial,900,14600,W,E,7892, ,29745,10TH AVE AND E PIKE ST,BROADWAY AND E PIKE ST,N,7092,N, , ,ART,67,0,E,329.0,"{'paths': [[[-13616686.9839391, 6042889.25051314], [-13616538.5299425, 6042890.81847996]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",328.945573202719,2,25,INSVC,E PIKE ST,Urban Village Neighborhood,PCC, ,52,148.46227675925502,3,MINOR TRANSIT ROUTE,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,114650090,10TH AVE,BROADWAY
7895,7895,2,Minor Arterial,400,14628,W,E,7896, ,29862,CRAWFORD PL AND E PINE ST,BELLEVUE AVE AND E PINE ST,N,7096,N, , ,ART,71,0,E,152.0,"{'paths': [[[-13617357.5526183, 6043077.9145349], [-13617294.2566583, 6043077.30661221], [-13617288.7840041, 6043077.35445989]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",152.373171636098,5,25,INSVC,E PINE ST,Urban Village Neighborhood,PCC, ,50,68.7717426681634,2,MAJOR TRANSIT ROUTE,E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,114800040,CRAWFORD PL,BELLEVUE AVE
7896,7896,2,Minor Arterial,1000,14636,W,E,7897, ,29738,11TH AVE AND E PINE ST,10TH AVE AND E PINE ST,N,7097,N, , ,ART,76,0,E,322.0,"{'paths': [[[-13616540.6108415, 6043082.3706447], [-13616395.2229534, 6043083.89883093]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.14425433546603,1,25,INSVC,E PINE ST,Urban Village Neighborhood,PCC, ,50,145.395919374422,2,MAJOR TRANSIT ROUTE,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,114800100,11TH AVE,10TH AVE
7928,7928,2,Minor Arterial,1500,14859,W,E,7929, ,29034,16TH AVE E AND E THOMAS ST,15TH AVE E AND E THOMAS S ST,N,7129,N, , ,ART,42,0,E,328.0,"{'paths': [[[-13615788.8536545, 6043950.71763144], [-13615640.9472729, 6043950.06878473]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",327.676693540379,2,25,INSVC,E THOMAS ST,Urban Village Neighborhood,AC/PCC, ,36,147.90780487733,3,MINOR TRANSIT ROUTE,E THOMAS ST BETWEEN 15TH S AVE E AND 16TH AVE E,116250150,16TH AVE E,15TH S AVE E
7997,7997,0,Not Designated,600,15321,W,E,7998, ,27026,FREMONT AVE N AND N 36TH ST,FREMONT PL N AND N 36TH ST,N,7198,N, , ,NON-ART,43,0,E,354.0,"{'paths': [[[-13620090.6942425, 6049068.94703399], [-13620008.1747613, 6049061.04851335], [-13619932.401847, 6049046.46444462]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",354.36503618388497,6,20,INSVC,N 36TH ST,Urban Village Neighborhood Access,PCC, ,25,160.060285566328,0,NOT DESIGNATED,N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,120000060,FREMONT AVE N,FREMONT PL N
7998,7998,0,Not Designated,800,15324,W,E,7999, ,27029,TROLL AVE N AND N 36TH ST,LINDEN AVE N AND N 36TH ST,N,7199,N, , ,NON-ART,46,0,E,304.0,"{'paths': [[[-13619783.8132883, 6049013.22613478], [-13619649.9151743, 6048983.2719046]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",303.749041744701,0,20,INSVC,N 36TH ST,Urban Village Neighborhood Access,PCC, ,32,137.20772880144,0,NOT DESIGNATED,N 36TH ST BETWEEN LINDEN AVE N AND TROLL AVE N,120000080,TROLL AVE N,LINDEN AVE N
8051,8051,0,Not Designated,700,269703,W,E,8052, ,269699,8TH AVE S AND S KING ST,CANTON AL S AND S KING ST,N,8448,N, , ,NON-ART,0,0,E,160.0,"{'paths': [[[-13616944.8450086, 6040292.41430602], [-13616880.6664748, 6040292.43580025], [-13616872.6618154, 6040292.41505011]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",159.98366231687598,6,20,INSVC,S KING ST,Downtown Neighborhood Access, , ,0,72.1832237102389,0,NOT DESIGNATED,S KING ST BETWEEN CANTON AL S AND 8TH AVE S,163550071,8TH AVE S,CANTON AL S
8055,8055,0,Not Designated,3200,274368,E,W,8056,F,274358,NW 54TH ST AND NW 54TH SR ST,32ND AVE NW AND NW 54TH SR ST,N,8452,Y,W, ,NON-ART,78,0,W,381.0,"{'paths': [[[-13625316.2478593, 6051700.99601087], [-13625350.4932361, 6051694.66133666], [-13625397.9469902, 6051687.72543908], [-13625436.2121803, 6051683.64116381], [-13625454.7637072, 6051683.9513239], [-13625462.0076312, 6051685.52585686], [-13625466.2109569, 6051689.57380749], [-13625466.4774555, 6051708.65685452]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",380.882387145401,0,20,INSVC,NW 54TH SR ST,Neighborhood Yield Street,PCC, ,30,172.15450105306198,0,NOT DESIGNATED,NW 54TH SR ST BETWEEN 32ND AVE NW AND NW 54TH ST,145420320,NW 54TH ST,32ND AVE NW
8076,8076,1,Principal Arterial,1000,334268,S,N,8077, ,334267,EASTLAKE AVE E AND PROSPECT ST,EASTLAKE AVE E AND WARD ST,Y,8473,N, , ,ART,48,82,N,298.0,"{'paths': [[[-13617628.8328628, 6045161.01394142], [-13617630.1104008, 6045233.84753836], [-13617630.460157, 6045295.72339506]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",297.509034437413,5,30,INSVC,EASTLAKE AVE E,Urban Village Main,AC/PCC,PCC,64,134.721645599059,2,MAJOR TRANSIT ROUTE,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,065100100,PROSPECT ST,WARD ST
8080,8080,0,Not Designated,2000,334939,S,N,8081, ,334925,CROCKETT ST AND WESTLAKE EAST RDWY AVE N,WESTLAKE EAST RDWY AVE N AND WESTLAKE SHORE RDWY 3 AVE N,N,8477,N, , ,NON-ART,64,0,N,392.0,"{'paths': [[[-13618851.1765824, 6046686.42804146], [-13618856.0690857, 6046725.69291913], [-13618862.2354294, 6046757.29959566], [-13618867.1077648, 6046779.46903346], [-13618872.2347977, 6046799.10888994], [-13618884.3355241, 6046837.57684707], [-13618891.8179384, 6046858.86219046]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",392.32130601615097,0,20,INSVC,WESTLAKE EAST RDWY AVE N,Neighborhood Yield Street,AC/PCC, ,36,177.656164377961,0,NOT DESIGNATED,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,104450201,CROCKETT ST,WESTLAKE SHORE RDWY 3 AVE N
8157,8157,0,Not Designated,400,504097,N,S,8158, ,0,3RD AVE S AND S KING ST, ,N,8554,N, , ,NON-ART,0,0,S,266.0,"{'paths': [[[-13617742.6456006, 6040401.95698136], [-13617743.9545451, 6040328.05933081], [-13617754.7097277, 6040282.94972578]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",265.791515968485,1,20,INSVC,3RD AVE S,Downtown Neighborhood Access, , ,0,120.283269674064,0,NOT DESIGNATED,3RD AVE S BETWEEN DEAD END AND S KING ST,021000040,S KING ST,DEAD END
8195,8195,2,Minor Arterial,900,664106,S,N,8196, ,28731,DEXTER AVE N AND WARD ST,DEXTER AVE N AND ALOHA ST,N,8592,N, , ,ART,0,0,N,317.0,"{'paths': [[[-13619085.5000042, 6045046.60318074], [-13619084.6392543, 6045190.34291289]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",317.433475686023,0,0,INSVC,DEXTER AVE N, , , ,54,143.742309320903,3,MINOR TRANSIT ROUTE,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,063900090,WARD ST,ALOHA ST
8200,8200,2,Minor Arterial,1100,1005,SE,NW,8201, ,29615,1ST AVE AND SENECA ST,1ST AVE AND SPRING ST,N,8597,N, , ,ART,50,0,NW,306.0,"{'paths': [[[-13618480.4001148, 6041458.10093255], [-13618553.132998, 6041575.89911919]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.117175294139,4,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,138.443075178781,1,PRINCIPAL TRANSIT ROUTE,1ST AVE BETWEEN SPRING ST AND SENECA ST,000100110,SENECA ST,SPRING ST
8201,8201,2,Minor Arterial,2500,1017,SE,NW,8202, ,29691,1ST AVE AND VINE ST,1ST AVE AND WALL ST,N,8598,N, , ,ART,48,0,NW,307.0,"{'paths': [[[-13619800.1158698, 6042991.65618071], [-13619904.2845608, 6043083.02269843]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.593545741358,2,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,138.560300019946,2,MAJOR TRANSIT ROUTE,1ST AVE BETWEEN WALL ST AND VINE ST,000100250,VINE ST,WALL ST
8211,8211,3,Collector Arterial,300,1240,S,N,8212, ,28659,1ST AVE W AND W HARRISON ST,1ST AVE W AND W THOMAS ST,N,8608,N, , ,ART,56,45,N,426.0,"{'paths': [[[-13620835.215529, 6044023.89119106], [-13620835.2030321, 6044026.15465819], [-13620834.1614376, 6044216.64295733]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.719067568272,4,25,INSVC,1ST AVE W,Urban Village Neighborhood,PCC,PCC,50,192.754648472215,0,NOT DESIGNATED,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,000350030,W HARRISON ST,W THOMAS ST
8219,8219,0,Not Designated,4000,1404,S,N,8220, ,27134,11TH AVE NE AND NE 41ST ST,11TH AVE NE AND DEAD END 1,N,8616,N, , ,NON-ART,100,0,N,185.0,"{'paths': [[[-13616234.1376495, 6049875.85216084], [-13616232.1328655, 6049959.86616805]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",185.482541154124,4,20,INSVC,11TH AVE NE,Urban Village Neighborhood Access,AC, ,28,84.0379233861845,0,NOT DESIGNATED,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,002300400,NE 41ST ST,DEAD END 1
8220,8220,2,Minor Arterial,1900,1011,SE,NW,8221, ,29584,1ST AVE AND VIRGINIA ST,1ST AVE AND STEWART ST,N,8617,N, , ,ART,57,0,NW,428.0,"{'paths': [[[-13618976.0539556, 6042261.61116121], [-13618985.6101764, 6042277.1141835], [-13619037.7071891, 6042322.78074454], [-13619117.3253006, 6042392.63736045]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",427.959601852324,2,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,193.410075308772,2,MAJOR TRANSIT ROUTE,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,000100190,VIRGINIA ST,STEWART ST
8221,8221,1,Principal Arterial,100,1025,S,N,8222,F,29717,1ST AVE N AND JOHN ST,1ST AVE AND DENNY WAY,N,8618,Y,N, ,ART,54,0,N,425.0,"{'paths': [[[-13620546.7396189, 6043636.73993533], [-13620545.6526686, 6043829.31465045]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.34749434743,4,25,INSVC,1ST AVE N,Urban Village Main,AC/PCC, ,42,192.577782628027,2,MAJOR TRANSIT ROUTE,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,000150010,JOHN ST,DENNY WAY
8228,8228,1,Principal Arterial,1200,1202,N,S,8229, ,30384,1ST AVE S AND S ATLANTIC ST,1ST AVE S AND S ROYAL BROUGHAM WAY,Y,8625,N, ,WSDOT,ART,73,69,S,760.0,"{'paths': [[[-13618180.2389296, 6039309.92122531], [-13618180.3444488, 6038966.00769095]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",760.0073058731351,0,35,INSVC,1ST AVE S,Industrial Access,AC/PCC,AC/PCC,79,343.913550545807,2,MAJOR TRANSIT ROUTE,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,000300120,S ATLANTIC ST,S ROYAL BROUGHAM WAY
8232,8232,0,Not Designated,600,1289,S,N,8233, ,29002,10TH AVE E AND E ROY E ST,10TH AVE E AND E MERCER ST,N,8629,N, , ,NON-ART,13,0,N,401.0,"{'paths': [[[-13616587.7596727, 6044572.39350162], [-13616586.4015026, 6044708.33734791], [-13616588.0149746, 6044718.91202393], [-13616590.9968859, 6044727.33883974], [-13616593.951578, 6044734.35218482], [-13616601.028866, 6044751.25348771]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",400.916010920916,2,20,INSVC,10TH AVE E,Urban Village Neighborhood Access,AC, ,24,181.52013939514703,0,NOT DESIGNATED,10TH AVE E BETWEEN E MERCER ST AND E ROY E ST,001500060,E ROY E ST,E MERCER ST
8236,8236,0,Not Designated,1800,1385,S,N,8237, ,29074,11TH AVE AND E DENNY WAY,11TH AVE AND E HOWELL ST,N,8633,N, , ,NON-ART,45,0,N,426.0,"{'paths': [[[-13616399.4061886, 6043469.74432405], [-13616399.7607442, 6043503.19211692], [-13616401.4491773, 6043662.65858976]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.12290614458,1,20,INSVC,11TH AVE,Urban Village Neighborhood Access,AC, ,40,192.925083169705,0,NOT DESIGNATED,11TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,002200180,E DENNY WAY,E HOWELL ST
